fullName,url,stars,forks,pushed,language,license_key,license,license_class,reuse_terms,archived,description,project_area
Hazrat-Ali9/Brain-Tumor-Detection-Data-Science,https://github.com/Hazrat-Ali9/Brain-Tumor-Detection-Data-Science,47,0,2025-10-09,Jupyter Notebook,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,🤢 Brain 🥶 Tumor 🤡 Detection 🙉 Data 🤖 Science 🧑‍🌾 is a machine 🧑‍🎤 and deep ✈ learning 🛫 project 🚁 focused on 🚋 the early 🚟 detection of 🚀 brain tumors ⛱ using MRI 🚞 scans It 🏫 leverages 🚝 data workflows 🛼 computer 🛸 vision ⛴ and neural 🎳 networks to ⚽ assist 🥎 healthcare ⚾ professionals 🏀 in accurate 🏈 efficient 🎮 diagnosis,HealthForecastAI
DavieObi/Heart-Failure-Prediction,https://github.com/DavieObi/Heart-Failure-Prediction,46,38,2025-10-12,HTML,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Predict heart failure risk with an XGBoost ML model on clinical data. Features are engineered, scaled, and deployed via a Flask web app for real-time predictions. This project aims to support early intervention and better patient outcomes.",HealthForecastAI
baeseongsu/awesome-machine-learning-for-healthcare,https://github.com/baeseongsu/awesome-machine-learning-for-healthcare,44,12,2026-08-06,,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"A curated collection of cutting-edge research at the intersection of machine learning and healthcare. This repository will be actively maintained until at least 202X (When is my graduation expected to be 😥?), so feel free to explore and enjoy!",HealthForecastAI
Sumitchongder/Decentralized-Federated-Learning,https://github.com/Sumitchongder/Decentralized-Federated-Learning,41,0,2025-12-24,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Decentralized Federated Learning (DFL) framework with blockchain consensus, secure aggregation, P2P communication, and post-quantum identity verification. A scalable, privacy-first solution for distributed machine learning across edge devices, healthcare, finance, and IoT networks.",HealthForecastAI
aaryanporwal/uprighthelper,https://github.com/aaryanporwal/uprighthelper,33,6,2026-08-24,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"To have a proper posture🪑, you need to stay upright while sitting. This website uses machine learning model to learn patterns 👣  in your posture and helps your back by keeping you in a proper posture.",HealthForecastAI
laigit-dot/ai-integration-healthcare,https://github.com/laigit-dot/ai-integration-healthcare,32,1,2026-03-23,Jupyter Notebook,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"This repository is included artificial intelligence, machine learning, data science, computer vision projects related to healthcare.",HealthForecastAI
kausaltech/reina-model,https://github.com/kausaltech/reina-model,31,14,2025-05-20,Python,agpl-3.0,GNU Affero General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,Agent-based simulation model for COVID-19 spread in society and patient outcomes,HealthForecastAI
abus-aikorea/voice-pro,https://github.com/abus-aikorea/voice-pro,12755,1843,2026-07-13,Python,gpl-3.0,GNU General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,"Gradio WebUI for creators and developers, featuring key TTS (Edge-TTS, kokoro) and zero-shot Voice Cloning (E2 & F5-TTS, CosyVoice), with Whisper audio processing, YouTube download, Demucs vocal isolation, and multilingual translation.",LiveTalk
QuentinFuxa/WhisperLiveKit,https://github.com/QuentinFuxa/WhisperLiveKit,11005,1135,2026-09-05,Python,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Real-time, local speech-to-text with streaming ASR, speaker diarization, translation, and OpenAI/Deepgram-compatible APIs.",LiveTalk
buxuku/SmartSub,https://github.com/buxuku/SmartSub,4923,363,2026-09-06,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"视频转字幕、字幕翻译、AI 配音与声音克隆、字幕烧录——免费开源的一站式桌面工具。基于 Whisper / FunASR 等本地模型离线语音转文字，批量处理 + 全平台 GPU 加速，跨 Windows / macOS / Linux。Free, open-source desktop app to generate, translate, dub & burn video subtitles — local Whisper speech-to-text, AI dubbing & voice cloning, offline, GPU-accelerated.",LiveTalk
QwenLM/Qwen2.5-Omni,https://github.com/QwenLM/Qwen2.5-Omni,4073,329,2025-06-12,Jupyter Notebook,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Qwen2.5-Omni is an end-to-end multimodal model by Qwen team at Alibaba Cloud, capable of understanding text, audio, vision, video, and performing real-time speech generation.",LiveTalk
QwenLM/Qwen3-Omni,https://github.com/QwenLM/Qwen3-Omni,4002,293,2026-04-23,Jupyter Notebook,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Qwen3-omni is a natively end-to-end, omni-modal LLM developed by the Qwen team at Alibaba Cloud, capable of understanding text, audio, images, and video, as well as generating speech in real time.",LiveTalk
ufal/whisper_streaming,https://github.com/ufal/whisper_streaming,3671,408,2025-11-12,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Whisper realtime streaming for long speech-to-text transcription and translation,LiveTalk
pluja/whishper,https://github.com/pluja/whishper,3067,180,2026-07-31,Svelte,agpl-3.0,GNU Affero General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,"Transcribe any audio to text, translate and edit subtitles 100% locally with a web UI. Powered by whisper models!",LiveTalk
pnnbao97/VieNeu-TTS,https://github.com/pnnbao97/VieNeu-TTS,2491,747,2026-09-06,Python,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Vietnamese TTS with instant voice cloning • On-device • Real-time CPU inference • 24kHz audio quality • Chuyển văn bản thành giọng nói tiếng Việt • Text to speech tiếng Việt • TTS tiếng Việt,LiveTalk
royshil/obs-localvocal,https://github.com/royshil/obs-localvocal,1600,120,2026-05-20,C++,gpl-2.0,GNU General Public License v2.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,OBS plugin for local speech recognition and captioning using AI,LiveTalk
andimarafioti/faster-qwen3-tts,https://github.com/andimarafioti/faster-qwen3-tts,1339,193,2026-08-25,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Real-time text-to-speech with Qwen3-TTS,LiveTalk
TheStageAI/TheWhisper,https://github.com/TheStageAI/TheWhisper,897,55,2026-06-15,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Optimized Whisper models for streaming and on-device use,LiveTalk
aschmelyun/subvert,https://github.com/aschmelyun/subvert,868,60,2026-05-15,PHP,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Generate subtitles, summaries, and chapters from videos in seconds",LiveTalk
corvo007/MioSub,https://github.com/corvo007/MioSub,810,54,2026-07-18,TypeScript,agpl-3.0,GNU Affero General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,"一站式全自动字幕生成软件，下载、转录、翻译、压制全流程覆盖，无需人工介入 / One-stop automated subtitle generator. Handles downloading, transcription, translation, and hardcoding—zero human intervention required.",LiveTalk
ciddwd/overlay-translator,https://github.com/ciddwd/overlay-translator,765,30,2026-08-25,Kotlin,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"无需 ROOT 的开源 Android 屏幕实时翻译工具，适合游戏、视觉小说和漫画。支持端侧与云端 OCR、离线 LLM、多种翻译服务和文字朗读（TTS），译文可直接显示在画面上。Open-source no-root Android real-time screen translator for games, visual novels, and manga. Supports on-device and cloud OCR, offline LLMs, multiple translation services, on-screen translations, and text-to-speech (TTS).",LiveTalk
vilassn/whisper_android,https://github.com/vilassn/whisper_android,688,111,2026-03-18,C++,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Offline Speech Recognition with OpenAI Whisper and TensorFlow Lite for Android,LiveTalk
woheller69/whisperIME,https://github.com/woheller69/whisperIME,630,41,2026-08-30,Java,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Android Input Method Editor (IME) based on Whisper,LiveTalk
lukaszliniewicz/Pandrator,https://github.com/lukaszliniewicz/Pandrator,619,48,2026-09-06,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Turn PDFs and EPUBs into audiobooks; subtitles or videos into dubbed videos (including translation), and more. For free. Pandrator uses local models, including voice-cloning (instant, RVC-enhanced, XTTS fine-tuning) and LLM processing. It aspires to be a user-friendly app with a GUI, an installer and all-in-one packages.",LiveTalk
Sharrnah/whispering,https://github.com/Sharrnah/whispering,541,42,2026-09-02,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Whispering Tiger - OpenAI's whisper (and other models) with OSC and Websocket support. Allowing live transcription / translation in VRChat and Overlays in most Streaming Applications,LiveTalk
Nikorasu/LiveWhisper,https://github.com/Nikorasu/LiveWhisper,362,48,2025-07-20,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"A nearly-live implementation of OpenAI's Whisper, using sounddevice. Requires existing Whisper install.",LiveTalk
AnubhavChaturvedi-GitHub/jarvis-ai-assistant,https://github.com/AnubhavChaturvedi-GitHub/jarvis-ai-assistant,334,64,2026-08-12,Python,gpl-3.0,GNU General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,"Voice-controlled AI desktop assistant in Python. Speech recognition, text to speech, real-time web search, image generation, computer vision and WhatsApp automation, inspired by Iron Man's JARVIS.",LiveTalk
oboroge0/hayamimi,https://github.com/oboroge0/hayamimi,332,23,2026-09-06,Python,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,"早耳 - Real-time multilingual speech-to-text on CPU only. Live subtitles, browser dashboard, speaker labels, translation. No GPU, no cloud.",LiveTalk
RealCorebb/bbTalkie,https://github.com/RealCorebb/bbTalkie,331,70,2026-04-13,C,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"A hands-free mini walkie-talkie powered by embedded AI, featuring automatic voice detection, keyword-triggered animations, and real-time speech-to-text display.",LiveTalk
Sharrnah/whispering-ui,https://github.com/Sharrnah/whispering-ui,324,24,2026-09-02,Go,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Native UI for the Whispering Tiger project - https://github.com/Sharrnah/whispering (live transcription / translation),LiveTalk
notepower2k1/CapCap,https://github.com/notepower2k1/CapCap,313,234,2026-09-06,Python,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"CapCap is a Windows desktop app for short-form video localization and dubbing. It brings transcription, translation, subtitle styling, voice generation, timeline editing, preview, and export into a single project workflow for Vietnamese-focused content production.",LiveTalk
